  0.375877804191622       0.385497473366572     
  3.077715767186734E-002  3.949586278489176E-002
  0.528205500111598       0.533416657650894     
 minmax densities : 
  2.462030615833416E-022   5860.11599941864     
  0.000000000000000E+000   1850.40592296633     
  3.266623898340805E-012   58.3278074927251     
         201 -9.255963134931783E+061  0.379699707031250     
        1001 -9.255963134931783E+061  0.379089355468750     
           1 -9.255963134931783E+061  0.379486083984375     
         101 -9.255963134931783E+061  0.379760742187500     
         301 -9.255963134931783E+061  0.380737304687500     
         601 -9.255963134931783E+061  0.379455566406250     
         701 -9.255963134931783E+061  0.379104614257812     
        1101 -9.255963134931783E+061  0.379211425781250     
         401 -9.255963134931783E+061  0.379333496093750     
        1201 -9.255963134931783E+061  0.378921508789062     
         901 -9.255963134931783E+061  0.379013061523438     
        1301 -9.255963134931783E+061  0.379119873046875     
         501 -9.255963134931783E+061  0.378982543945312     
        1401 -9.255963134931783E+061  0.379577636718750     
        1501 -9.255963134931783E+061  0.379058837890625     
         801 -9.255963134931783E+061  0.379180908203125     
           2  8.497998013750809E+051  0.379425048828125     
         102  8.497998013750809E+051  0.379699707031250     
         202  8.497998013750809E+051  0.379669189453125     
        1202  8.497998013750809E+051  0.378952026367188     
         302  8.497998013750809E+051  0.379394531250000     
         502  8.497998013750809E+051  0.379013061523438     
         702  8.497998013750809E+051  0.379135131835938     
         802  8.497998013750809E+051  0.379241943359375     
         402  8.497998013750809E+051  0.379211425781250     
        1102  8.497998013750809E+051  0.379180908203125     
         602  8.497998013750809E+051  0.379577636718750     
        1302  8.497998013750809E+051  0.379272460937500     
        1002  8.497998013750809E+051  0.379058837890625     
         902  8.497998013750809E+051  0.378982543945312     
           3  8.497998013750809E+051  0.379486083984375     
        1402  8.497998013750809E+051  0.379455566406250     
        1502  8.497998013750809E+051  0.379272460937500     
         103  8.497998013750809E+051  0.379821777343750     
         203  8.497998013750809E+051  0.379730224609375     
         303  8.497998013750809E+051  0.379150390625000     
           4  8.497998013750809E+051  0.379577636718750     
        1203  8.497998013750809E+051  0.378921508789062     
         703  8.497998013750809E+051  0.379058837890625     
         503  8.497998013750809E+051  0.378936767578125     
         803  8.497998013750809E+051  0.379180908203125     
